Time in Seconds,Stars (Max: 5),Weighted Rating,Price
37620.0,4.0,5.2832037287379885,17.62
36540.0,4.5,4.290459441148391,21.49
26520.0,4.0,5.342334251964811,17.19
47520.0,4.5,6.268148865350222,28.79
55320.0,5.0,5.25227342804663,24.95
23340.0,4.5,4.5591262474866845,14.99
49080.0,4.5,5.8763342398543505,25.0
29880.0,5.0,4.564348191467836,19.95
14820.0,4.5,4.350277936359301,10.99
32580.0,4.5,5.40042258948519,20.69
44820.0,4.0,6.821107472256465,25.0
29040.0,3.5,4.5591262474866845,18.5
55440.0,4.0,8.94910546953925,17.9
14160.0,4.0,4.110873864173311,14.95
27660.0,5.0,6.957497370876951,19.95
60000.0,4.5,3.828641396489095,15.91
21840.0,4.0,5.1298987149230735,20.99
27300.0,4.5,5.198497031265826,19.95
20580.0,4.5,4.007333185232471,19.46
36660.0,4.0,5.54907608489522,19.46
63780.0,4.5,3.9219733362813143,19.46
29220.0,4.5,5.440250862436703,18.5
25560.0,4.5,6.798498293045188,15.47
11340.0,4.5,2.9444389791664403,15.29
10800.0,4.5,6.150602768446279,14.95
80760.0,5.0,5.25227342804663,25.79
76620.0,4.5,6.635290172335217,19.46
53280.0,4.5,5.972536537222463,24.95
37260.0,4.5,5.726847747587197,15.47
72720.0,3.5,6.189290290437902,32.89
85260.0,4.5,8.131089436786693,38.14
31140.0,4.0,5.808142489980444,22.5
75060.0,4.5,5.093750200806762,29.95
30600.0,5.0,9.359708203627006,18.0
40320.0,5.0,6.089044875446846,17.93
28080.0,4.0,5.262690188904886,14.61
32100.0,4.0,6.675823221634848,15.59
22260.0,4.5,6.440148774336123,13.75
18840.0,4.5,7.038344848685739,14.82
20400.0,4.0,3.6109179126442243,14.03
84600.0,4.5,7.450079569807499,34.99
39060.0,5.0,3.9318256327243257,24.95
16740.0,5.0,7.290292882446597,12.23
33300.0,4.5,4.22683374526818,15.49
20640.0,4.5,6.293419278846481,21.49
28140.0,5.0,9.018089684104343,19.95
93600.0,4.5,4.085976312551584,25.79
22140.0,5.0,6.46302945692067,19.95
8340.0,4.0,5.652489180268651,14.03
41160.0,4.5,7.07707602359884,21.9
23760.0,4.0,6.142037405587356,14.61
60780.0,4.0,4.48863636973214,24.95
45720.0,4.0,3.8066624897703196,29.95
30060.0,4.5,6.692703897565264,23.36
67500.0,3.5,4.844187086458591,24.92
33900.0,4.0,6.618738983517219,18.59
34140.0,4.5,6.762729506931879,15.56
24000.0,5.0,4.189654742026425,15.75
27000.0,4.5,6.599189995613932,18.0
30180.0,4.0,5.030437921392435,15.47
33660.0,4.5,4.460144413937834,25.19
19260.0,4.5,5.065754593317335,21.49
60360.0,4.5,4.976733742420574,21.49
43560.0,4.5,4.808111029984782,25.19
9540.0,4.5,6.2766434893416445,13.0
31740.0,4.5,6.017375928892483,15.47
25800.0,4.5,4.085976312551584,25.19
24720.0,4.5,5.8888779583328805,15.75
54900.0,4.5,8.154643884284905,18.05
7620.0,4.5,7.365496531655673,11.66
47640.0,4.5,7.2762105614564,20.25
38460.0,4.5,4.51085950651685,21.49
15060.0,4.5,3.9219733362813143,11.17
41460.0,4.0,2.833213344056216,21.49
17580.0,4.5,5.337538079701318,14.95
40140.0,4.5,4.770684624465665,25.19
35280.0,4.0,6.042632833682381,18.0
36240.0,4.5,4.007333185232471,21.83
37380.0,4.5,5.983936280687191,24.95
40680.0,4.5,4.976733742420574,15.47
36780.0,4.5,5.0072963928307415,24.95
44820.0,4.0,6.343880434126331,17.9
19560.0,4.0,5.594711379601839,10.49
31860.0,4.5,5.53338948872752,15.6
20460.0,4.0,7.074116816197362,15.56
55080.0,4.0,4.890349128221754,25.0
46140.0,4.5,5.293304824724492,29.63
33960.0,4.5,4.976733742420574,21.49
41880.0,4.5,6.169610732491456,20.24
64320.0,4.5,9.04852707581358,35.09
24840.0,4.0,6.184148890937483,13.22
19980.0,4.5,4.085976312551584,17.19
56820.0,4.5,6.985641817639208,21.49
29280.0,4.5,7.948561885553859,15.56
31620.0,4.5,3.1570004211501135,19.95
29640.0,4.5,3.332204510175204,17.19
65040.0,5.0,4.189654742026425,23.24
34440.0,4.5,7.215239978730097,18.0
26460.0,4.5,7.103322062526113,13.22
25920.0,5.0,5.484796933490655,19.95
15660.0,4.5,6.131226489483141,10.99
45720.0,4.0,5.808142489980444,24.95
77760.0,5.0,4.189654742026425,23.36
32340.0,4.5,6.61136876590021,12.81
71760.0,5.0,4.330733340286331,24.75
27780.0,5.0,7.226936018493289,19.95
39600.0,4.0,7.110696122978827,17.9
42420.0,5.0,5.846438775057725,25.74
23940.0,4.5,9.88067941321012,19.08
8580.0,4.0,6.411818267709897,11.66
46800.0,4.0,4.23410650459726,24.95
35040.0,4.5,7.586803535162581,20.0
39540.0,4.0,3.970291913552122,25.19
29040.0,4.0,5.241747015059643,19.95
20640.0,4.0,4.859812404361672,13.5
39840.0,4.5,5.91350300563827,24.95
37560.0,4.5,6.197461939587221,24.95
22140.0,4.5,5.065754593317335,15.56
32160.0,4.0,4.976733742420574,15.6
46140.0,4.5,5.247024072160486,21.49
42240.0,4.0,5.10594547390058,21.49
53940.0,4.5,4.460144413937834,17.9
56820.0,5.0,8.558527054909215,22.5
40080.0,5.0,8.228443883004033,18.0
33480.0,5.0,6.293419278846481,19.95
13680.0,4.5,4.350277936359301,17.09
35040.0,4.5,5.4785534168509695,23.39
21000.0,3.5,4.1588830833596715,19.95
16860.0,4.0,3.367295829986474,14.78
30060.0,5.0,5.278114659230517,18.0
37320.0,4.5,6.9167150203536085,15.47
66840.0,5.0,3.4339872044851463,25.19
55500.0,4.5,5.602118820879701,29.95
100500.0,5.0,5.707110264748875,29.95
45660.0,5.0,4.61512051684126,24.95
41640.0,4.5,9.065314599925925,18.0
39360.0,4.5,4.912654885736052,21.83
21960.0,4.0,5.241747015059643,15.75
23820.0,4.0,6.300785794663244,15.56
26400.0,4.5,7.978310969867722,15.34
21540.0,4.5,6.568077911411976,17.19
30060.0,4.5,7.3277805384216315,19.95
48540.0,4.5,5.850764665004847,25.19
31620.0,4.5,7.593626050571306,20.0
37980.0,4.0,3.8918202981106265,15.56
26220.0,4.5,4.844187086458591,20.66
54660.0,5.0,6.601230118728877,21.43
38580.0,4.5,8.078067881815437,20.08
30540.0,4.5,7.107015889833015,19.49
24240.0,4.5,3.9219733362813143,19.96
22380.0,3.5,6.059123195581797,19.95
28080.0,4.0,3.970291913552122,19.63
32040.0,4.0,7.0431599159883405,14.99
38700.0,4.0,6.184148890937483,21.04
13080.0,4.5,4.460144413937834,11.17
46140.0,4.5,7.046212022129153,18.0
31800.0,3.5,5.860786223465865,20.0
37920.0,4.0,5.820082930352362,21.49
29460.0,4.0,3.367295829986474,15.81
66660.0,4.5,6.687108607866515,24.74
34740.0,4.0,4.61512051684126,17.19
47520.0,5.0,4.189654742026425,18.74
31740.0,5.0,7.703459047867175,14.99
46260.0,4.5,7.054017785960389,18.0
44580.0,4.5,6.028278520230698,21.49
41760.0,4.5,5.681877639268151,20.25
36120.0,4.5,7.767898850233291,21.45
74280.0,4.5,8.45126704130007,38.0
23100.0,4.0,6.535241271013659,14.58
36480.0,4.5,5.337538079701318,15.49
37020.0,4.0,5.081404364984463,24.95
22800.0,4.5,7.3796321526095525,19.79
59160.0,4.5,6.489204931325317,28.5
39060.0,5.0,5.902633333401366,17.99
29760.0,4.0,8.119993827725105,19.95
39300.0,4.5,7.70503722427409,19.49
11280.0,4.5,9.09453662623254,10.31
39960.0,5.0,3.258096538021482,21.49
38160.0,4.5,5.7698822763607245,21.83
64200.0,4.0,6.175867270105761,19.46
41400.0,4.5,6.652863029353347,24.95
23400.0,4.5,7.740881769595523,17.99
20700.0,4.5,5.22305488204749,15.75
29520.0,4.5,5.337538079701318,19.95
17460.0,5.0,5.375278407684165,15.56
19740.0,4.5,7.218543340148393,15.56
14460.0,4.5,6.197461939587221,14.44
57660.0,4.5,5.901266279189834,22.5
32700.0,4.5,3.9219733362813143,17.19
8760.0,4.5,6.698268054115413,15.56
14400.0,4.5,5.459585514144159,29.9
31560.0,4.5,7.992099595852542,19.95
29040.0,4.0,8.108021221376747,20.0
52380.0,4.5,4.770684624465665,20.63
69240.0,4.0,3.8918202981106265,19.46
133740.0,4.5,7.872645680692354,23.36
12660.0,4.0,6.762729506931879,14.95
53820.0,4.5,3.828641396489095,20.25
6840.0,4.5,7.48352559138851,11.69
19980.0,4.5,6.18826412308259,19.95
38340.0,4.5,7.39357073974396,24.95
30600.0,4.0,6.364750756851911,15.75
49440.0,4.0,5.262690188904886,24.95
47880.0,4.0,6.951772164398911,17.9
20400.0,4.5,6.670132406403093,19.79
24720.0,4.5,8.580918882296782,15.75
14160.0,4.5,4.51085950651685,14.95
53340.0,4.5,4.085976312551584,17.9
20100.0,4.0,6.569481420414296,19.95
32640.0,5.0,3.713572066704308,17.49
46800.0,5.0,7.017506142941256,24.95
84600.0,4.5,6.101439400316553,27.0
49980.0,4.5,5.983936280687191,17.9
51300.0,4.0,8.718172930028725,26.22
31920.0,4.0,5.8664680569332965,18.0
38340.0,4.5,8.604287898267172,20.24
11220.0,4.5,5.22305488204749,11.66
22560.0,4.0,6.385194398997726,10.89
53760.0,5.0,4.912654885736052,17.43
37560.0,5.0,3.713572066704308,17.19
61020.0,4.0,5.41610040220442,22.5
24120.0,4.5,6.977281341630747,15.56
82620.0,4.5,5.5154428455366835,24.75
48720.0,4.0,5.993961427306569,24.95
28680.0,4.5,5.741399338227508,18.0
83700.0,4.5,4.808111029984782,37.18
29400.0,3.5,7.792761720816526,17.19
14640.0,5.0,6.293419278846481,12.36
35580.0,4.5,5.093750200806762,19.95
22320.0,4.5,7.061763091461485,19.95
52680.0,4.5,3.9219733362813143,21.49
13140.0,4.5,8.386742762032172,10.39
36120.0,4.0,8.591372589590488,24.95
24540.0,4.5,5.4785534168509695,19.95
38880.0,4.0,5.796057750765372,18.0
16440.0,4.5,4.51085950651685,14.95
53100.0,5.0,4.110873864173311,22.49
55860.0,4.0,5.60947179518496,21.8
33660.0,5.0,5.081404364984463,18.0
25560.0,5.0,3.258096538021482,21.77
40680.0,4.5,6.714777141999654,24.95
27540.0,4.5,4.350277936359301,14.99
14820.0,4.5,3.9219733362813143,16.0
14460.0,4.5,6.818377467830921,14.95
34740.0,4.5,8.004198550365407,19.49
14220.0,5.0,5.673323267171493,14.81
23940.0,4.0,8.005367067316664,17.96
59760.0,4.5,6.641182169740591,30.09
17340.0,4.5,5.6507332535663855,14.95
284580.0,4.5,4.350277936359301,29.95
87600.0,4.5,5.972536537222463,29.25
32880.0,4.5,5.811140992976701,19.95
31140.0,4.5,7.404583393104274,15.75
42780.0,4.5,6.160151912626133,20.24
54180.0,5.0,5.69035945432406,12.59
75540.0,4.5,6.091309882077698,28.79
20160.0,4.5,6.47543271670409,14.99
30360.0,4.5,5.6507332535663855,21.49
26820.0,5.0,5.14166355650266,15.75
11880.0,4.5,6.856988161928484,13.96
112560.0,5.0,3.713572066704308,29.25
34680.0,4.5,8.67820598726394,19.26
55680.0,4.5,6.178980920779041,17.9
25080.0,4.0,6.5638555265321274,14.61
63600.0,3.5,3.367295829986474,21.49
17460.0,4.5,4.290459441148391,14.03
39000.0,4.0,7.340186835320115,18.05
44580.0,5.0,3.4339872044851463,17.99
59880.0,4.5,6.028278520230698,23.62
105120.0,4.0,2.833213344056216,23.36
45600.0,4.5,7.818027938530729,20.25
63600.0,5.0,5.25227342804663,17.43
17520.0,4.5,6.9122451842549895,14.95
36960.0,4.0,6.431331081933479,19.49
25320.0,4.0,6.431331081933479,20.24
19860.0,4.0,6.2324480165505225,13.25
14160.0,4.5,7.496097345175956,17.9
47820.0,4.5,4.007333185232471,20.25
58740.0,4.5,6.028278520230698,19.15
16140.0,4.5,3.481240089335692,14.95
45240.0,4.5,6.752270376141742,20.25
27600.0,5.0,3.044522437723423,17.19
26760.0,4.0,5.501258210544727,17.19
50940.0,3.5,5.6131281063880705,19.46
54180.0,4.0,4.919980925828125,22.5
31380.0,5.0,3.828641396489095,18.0
33360.0,4.5,7.026426808699636,18.0
29160.0,4.5,7.250990310554167,15.75
31740.0,4.5,11.751268910374307,20.24
31440.0,5.0,13.880685751383028,24.95
10860.0,5.0,4.948759890378168,11.99
19920.0,4.5,12.513735638206535,15.7
22740.0,4.5,9.469352871704634,18.74
31500.0,5.0,11.323470525995061,18.0
37380.0,5.0,6.918695219020472,19.49
28680.0,4.5,7.21192566893872,27.71
25260.0,5.0,11.188938956226457,14.99
21840.0,5.0,10.821696443566188,19.49
20940.0,4.5,9.329810871952349,19.79
24300.0,5.0,9.164401140034737,18.57
60000.0,4.5,7.315883504509785,25.79
49320.0,5.0,6.976348070447749,20.25
103740.0,4.0,5.993961427306569,25.19
25500.0,4.5,10.128010152525457,17.01
33060.0,5.0,8.853093836138493,17.04
27060.0,4.5,4.085976312551584,22.49
54360.0,5.0,9.906532910722088,22.5
62640.0,4.5,5.551019720103791,21.43
75600.0,4.5,6.884998291859521,25.19
33000.0,4.5,11.030630607106845,15.74
36060.0,4.5,8.531589071699969,25.0
35580.0,4.5,3.481240089335692,19.95
24660.0,4.5,7.65728279297819,20.0
15600.0,5.0,5.442417710521793,14.95
14520.0,4.5,11.09840195312362,13.46
59820.0,4.5,6.049733455231958,22.5
36480.0,4.5,7.371174780350858,18.0
23040.0,5.0,9.821789308551622,19.79
57660.0,5.0,5.62040086571715,23.39
21240.0,4.5,3.828641396489095,19.79
13560.0,5.0,8.548885638148727,11.17
43980.0,5.0,9.570877846729212,25.19
67020.0,5.0,6.493753839851686,25.79
41340.0,4.0,4.532599493153256,23.99
88380.0,5.0,3.044522437723423,24.49
28380.0,4.5,6.903245123504251,14.99
78060.0,4.5,3.828641396489095,31.19
30180.0,5.0,6.594413459749778,18.74
40440.0,5.0,6.3561076606958915,20.25
38520.0,5.0,9.504203303503045,23.79
40320.0,4.5,4.808111029984782,25.0
70740.0,4.5,6.767918333794338,21.49
19320.0,4.5,8.956028598999508,20.0
54060.0,5.0,8.351374706721296,22.49
39120.0,4.5,5.585374243605899,28.07
18960.0,5.0,3.58351893845611,19.95
28320.0,4.5,9.229505541237193,18.0
37020.0,4.0,7.180069874302796,24.95
